ISO2,ISO_3,country_agg,date,first_date,day_count,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B2,B4,E5,B0.NA,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,B0.1,B0.2,B8.3,C2.3,D1.-88,D2.-88,D4.-88,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cli_smooth_slope2,p_cliWHO_smooth_slope2,p_cases_infected,p_cases_infected_smooth,p_cases_active
MF,MAF,Saint Martin,2021-05-25,2021-01-25,1,102,4,282847.033845337,3,266831.713796435,30,91,21,2,3188787.10499227,60,265,30,138,100,6,92,4,13,85,4,9,90,3,15,84,3,13,87,2,18,81,3,10,88,4,10,87,5,10,88,4,5,93,4,10,88,4,15,84,3,11,81,10,6,4,92,50,35,17,23,29,50,2,19,79,22,50,30,51,26,25,31,41,30,38,34,30,12,58,32,15,58,29,39,40,23,21,11,2,63,10,70,22,36,19,13,7,4,3,20,31,10,23,16,22,2,2,12,17,43,26,3,2,11,9,51,26,26,23,12,9,32,12,12,6,42,30,28,31,,2,41,6,15,11,11,9,8,0,42,18,19,20,45,68,0.0392156862745098,0.0376695877073438,0.0887005072877147,0.000312053418459413,0.0294117647058824,0.032788840416564,0.0836781211824057,0.000303924224211579,0.0046432440798638,0.00165767108322342,0,2,2,5,0,0,0,0.0425153086035447,0.0392778609317011,0.0885664898018843,0.000310360703980816,0.0325935113062602,0.0345357256979793,0.0835643783814568,0.00030229606877611,0.00478109181388464,0.00168953152643407,1.8926518523997e-05,3.70022434905068e-05,0.000453244267160117,0.000442216182690025,-0.000181703394236137,9.75273419646948e-05,-2.82447611143868e-05,0,,0.0425153086035447
MF,MAF,Saint Martin,2021-05-28,2021-01-25,1,103,5,290095.275851723,4,274079.955802822,33,92,21,2,3196035.34699865,60,271,33,138,101,7,92,4,14,85,4,9,91,3,16,84,3,14,87,2,19,81,3,10,89,4,10,88,5,10,89,4,5,94,4,11,88,4,16,84,3,12,81,10,6,5,92,50,36,17,23,29,51,2,19,80,23,50,30,52,26,25,31,42,30,39,34,30,12,59,32,16,58,29,40,40,23,22,11,2,63,10,71,22,37,19,13,7,4,3,20,31,11,23,16,22,3,2,12,17,43,26,3,3,11,9,51,26,27,23,12,9,32,12,12,7,42,30,28,31,,2,42,6,15,11,11,9,8,0,43,18,19,20,46,69,0.0485436893203884,0.0415040324517794,0.0907672301322159,0.000314952010747164,0.0388349514563107,0.0373112541172863,0.0857562342231934,0.000306977227073789,0.0050520514390692,0.00171932930420918,0,2,2,5,0,0,0,0.0448916061960303,0.0403018235091021,0.0894809338575786,0.000312500321532651,0.0349928667096002,0.0357288755984229,0.0844792249649452,0.000304473262640142,0.00493370484274311,0.00171310427796412,0.000572874198367683,0.000355820159730409,0.000838932337112388,0.000587067088286877,-7.4050933226212e-05,0.000239431522878038,6.7125206856897e-05,0,,0.0448916061960303
MF,MAF,Saint Martin,2021-06-03,2021-01-26,2,100,5,290095.275851723,4,274079.955802822,34,90,20,2,3173369.09938577,59,267,34,135,97,7,88,5,13,82,5,7,89,4,15,81,4,12,85,3,19,77,4,9,86,5,10,84,6,9,86,5,4,91,5,11,83,6,15,81,4,12,79,9,5,5,90,47,35,18,22,28,50,2,18,78,21,48,31,49,25,26,28,41,31,37,32,31,12,55,33,16,54,30,37,39,24,21,9,2,63,10,67,23,36,19,13,5,4,3,20,29,10,23,15,23,3,2,11,16,41,26,3,2,11,9,48,26,25,21,12,9,33,12,12,7,38,30,27,31,,2,40,6,15,10,10,9,9,0,41,19,18,19,44,69,0.05,0.042716424707947,0.091415548196985,0.000317088492361491,0.04,0.0384072934108425,0.0863687605251691,0.000309066269925371,0.005320813771518,0.00178372626217558,0,3,2,5,1,1,1,0.0488819295946556,0.0421304266529376,0.0902634377417238,0.000313630380477755,0.0389336650795522,0.0377849591685298,0.0852693340907493,0.000305666020603572,0.00522929452244769,0.00176460053301086,0.00133391207889033,0.000559822064031983,0.00147466932751737,0.000678135610596639,3.10252147178236e-05,0.00039126192563712,0.000197197405076128,0,,0.0488819295946556
MF,MAF,Saint Martin,2021-06-04,2021-01-30,1,100,5,290095.275851723,4,274079.955802822,34,90,21,2,3180819.30238376,59,267,34,137,96,7,88,5,13,82,5,7,89,4,15,81,4,12,85,3,19,77,4,9,86,5,10,84,6,9,86,5,4,91,5,11,82,7,15,81,4,12,79,9,5,5,90,47,34,19,23,28,49,2,19,77,21,47,32,48,25,27,27,41,32,36,32,32,12,54,34,16,53,31,37,38,25,21,9,2,63,10,66,24,37,19,12,5,4,3,20,29,9,23,15,24,3,2,11,15,41,26,3,2,11,9,47,26,25,20,12,9,34,12,12,7,37,30,26,32,,2,40,6,15,10,11,8,9,0,41,19,17,20,44,69,0.05,0.042716424707947,0.091201432170108,0.000316383071577606,0.04,0.0384072934108425,0.0861664652240449,0.000308376500892055,0.005320813771518,0.00178372626217558,0,4,2,5,2,2,2,0.0491805004187905,0.0422727054234668,0.0902761366323951,0.000313567466285172,0.039225505752908,0.0379421182642207,0.08528469193201,0.000305610363397862,0.00525500844703662,0.00176923590131067,0.0014173422587645,0.000555227401616907,0.00148492662600026,0.000607869398564449,6.83972646698394e-05,0.000389744288372134,0.000218987745671301,0,,0.0491805004187905
MF,MAF,Saint Martin,2021-06-05,2021-01-31,2,100,5,290095.275851723,4,274079.955802822,34,90,20,2,3235927.36910975,60,267,34,141,94,7,88,5,13,82,5,7,89,4,15,81,4,12,85,3,19,77,4,9,86,5,10,84,6,9,86,5,4,91,5,11,80,9,15,81,4,12,79,9,5,5,90,45,34,21,22,29,49,2,18,78,21,45,34,47,24,29,25,41,34,35,31,34,12,52,36,15,52,33,36,37,27,21,8,2,64,10,64,26,36,19,13,5,4,3,20,27,9,23,15,26,3,2,11,15,39,26,3,2,11,9,45,26,24,20,11,9,36,12,12,7,35,30,27,32,,2,39,7,15,11,10,8,9,0,40,18,19,20,43,69,0.05,0.042716424707947,0.089648265477458,0.000311260682946415,0.04,0.0384072934108425,0.0846990443664454,0.000303368106908787,0.005320813771518,0.00178372626217558,1,5,2,5,4,4,4,0.0493973715059308,0.0423765883301749,0.0902729442405856,0.000313481240425901,0.039437222789336,0.0380566148965742,0.0852841024808089,0.000305530286707962,0.00527585649760529,0.0017729610871073,0.00144693917735668,0.000528661072736879,0.00149020301450631,0.000561998339395628,8.15519545761615e-05,0.000378486277301053,0.000220004771500844,0.166666666666667,,0.0493973715059308
MF,MAF,Saint Martin,2021-06-06,2021-02-01,1,100,5,290095.275851723,4,274079.955802822,34,90,20,2,3219813.45964848,61,267,34,145,93,7,88,5,13,82,5,7,89,4,15,81,4,12,85,3,18,78,4,9,86,5,10,84,6,9,86,5,4,91,5,11,79,10,15,81,4,12,79,9,5,5,90,44,34,22,22,29,49,2,18,78,20,45,35,47,24,29,25,41,34,35,31,34,12,52,36,14,52,34,35,37,28,21,7,2,65,10,63,27,35,19,14,5,4,3,20,27,8,23,15,27,3,2,11,15,40,25,3,2,11,9,46,25,24,20,11,9,36,12,12,7,36,29,28,32,,2,38,7,15,11,11,8,9,0,39,18,19,21,42,69,0.05,0.042716424707947,0.0900969200505778,0.000312741327489583,0.04,0.0384072934108425,0.08512293001991,0.000304815739621442,0.005320813771518,0.00178372626217558,1,6,2,5,4,4,4,0.0495504588700828,0.0424500960229899,0.090259157985675,0.000313382446013569,0.0395865849538999,0.03813755053405,0.0852727867351005,0.000305436670775562,0.0052936550796622,0.00177608281653198,0.00127163841148581,0.000337639813510255,0.00126888405377575,0.000341526177783089,9.04043724281511e-05,0.000241888605068049,0.000151964206819994,0.142857142857143,,0.0495504588700828
MF,MAF,Saint Martin,2021-06-07,2021-02-01,1,101,5,290095.275851723,4,274079.955802822,34,91,20,2,3244576.63357099,62,267,34,148,93,7,89,5,13,83,5,7,90,4,15,82,4,12,86,3,18,79,4,9,87,5,10,85,6,9,87,5,4,92,5,11,79,11,15,82,4,12,80,9,5,5,91,44,34,23,22,30,49,2,18,79,20,45,36,47,24,30,25,41,35,35,31,35,12,52,37,14,52,35,35,37,29,21,7,2,66,10,63,28,36,19,14,5,4,3,20,27,8,23,15,28,3,2,11,15,41,25,3,2,11,9,47,25,24,20,11,9,37,12,12,8,36,29,28,33,,2,38,7,16,11,11,8,9,0,39,18,20,21,42,70,0.0495049504950495,0.042304508043671,0.0894092846660377,0.000310471680175505,0.0396039603960396,0.0380348662281565,0.0844732569935228,0.000302596715700252,0.0052623432905123,0.00176417672441904,1,7,2,5,4,4,4,0.0496563496610634,0.0425008189165344,0.0902393615486242,0.000313280128608747,0.0396899611716334,0.0381934563235398,0.0852552702532234,0.000305338699388398,0.00531033772532403,0.00177893008463296,0.00119017350958645,0.000278811957789983,0.00118274164422887,0.000281815311961089,8.82076519065643e-05,0.000195207831843743,0.000121582896178125,0.125,,0.0496563496610634
MF,MAF,Saint Martin,2021-06-10,2021-02-03,1,100,5,290095.275851723,4,274079.955802822,34,90,19,2,3217752.58863299,61,258,34,145,91,7,88,5,13,82,5,7,89,4,14,82,4,11,86,3,17,79,4,9,86,5,10,84,6,8,87,5,4,91,5,10,78,12,15,81,4,12,79,9,5,5,90,43,33,24,21,31,48,2,17,79,20,43,37,46,23,31,24,40,36,35,29,36,11,51,38,14,50,36,34,36,30,21,6,2,66,9,62,29,34,20,14,5,4,3,20,27,8,21,15,29,3,2,10,14,41,25,3,2,11,8,46,25,23,20,11,8,38,12,12,8,34,29,26,33,,3,38,7,16,10,11,8,9,0,39,17,21,20,42,70,0.05,0.042716424707947,0.090154624341384,0.000312931705404202,0.04,0.0384072934108425,0.0851774486239354,0.000305001876558412,0.005320813771518,0.00178372626217558,1,8,2,5,5,5,5,0.0498042318467661,0.042570681760949,0.0901664815404065,0.000312987005919494,0.0398348209163777,0.0382709134625008,0.0851881048892943,0.000305055047896535,0.00537200024405515,0.00178901474175516,0.000818770941789306,0.000114257947137974,0.000806992367796258,0.000118146654058182,7.30492335520073e-05,4.09827905702705e-05,-5.32332821935493e-06,0.111111111111111,,0.0498042318467661
MF,MAF,Saint Martin,2021-06-14,2021-02-03,1,101,5,290095.275851723,4,274079.955802822,34,91,19,2,3222126.77962915,61,258,34,145,91,7,89,5,13,83,5,7,90,4,14,83,4,11,87,3,17,80,4,9,87,5,10,85,6,8,88,5,4,92,5,10,78,13,15,82,4,12,80,9,5,5,91,43,33,25,21,32,48,2,17,80,20,43,38,46,23,32,24,40,37,35,29,37,11,51,39,14,50,37,34,36,31,21,6,2,67,9,62,30,34,20,15,5,4,3,20,27,8,21,15,30,3,2,10,14,41,26,3,2,11,8,46,26,23,20,11,8,39,12,12,8,34,30,26,33,,3,39,7,16,10,11,8,9,0,40,17,21,20,43,71,0.0495049504950495,0.042304508043671,0.0900322351329428,0.000312527903626349,0.0396039603960396,0.0380348662281565,0.0850618161692468,0.000304607071100058,0.0052623432905123,0.00176417672441904,1,9,2,5,5,5,5,0.0498598509710856,0.042601449014254,0.090039839322945,0.000312553606070016,0.0398870623406266,0.0383028998067187,0.0850689482835574,0.000304632174142129,0.00552901611651842,0.0018143908748551,0.000162986896071652,-3.72664031298084e-05,0.000158899543512391,-3.3397634531987e-05,4.99535990117878e-05,-0.000195154197136447,-0.000219294964000831,0.1,0.118104353102829,0.0498598509710856
MF,MAF,Saint Martin,2021-06-18,2021-02-04,1,100,5,290095.275851723,4,274079.955802822,37,90,18,2,3179395.36407213,61,258,37,145,89,8,87,5,13,82,5,7,89,4,14,82,4,11,86,3,17,79,4,10,85,5,10,84,6,8,87,5,4,91,5,10,76,14,15,81,4,13,78,9,5,5,90,42,32,26,20,33,47,2,16,80,20,41,39,44,23,33,23,39,38,34,28,38,11,49,40,14,48,38,33,35,32,20,6,2,67,9,60,31,33,21,14,5,4,3,20,26,8,20,15,31,3,2,10,15,40,25,3,2,11,8,46,25,23,19,11,8,39,13,12,7,34,29,25,34,,3,38,7,16,10,12,8,8,0,39,18,21,19,42,71,0.05,0.042716424707947,0.0912422780538286,0.000316517655152472,0.04,0.0384072934108425,0.0862050561248171,0.000308508097473158,0.00579029733959311,0.00186031759420023,1,10,2,5,5,5,5,0.0499017292166748,0.0426346562898996,0.0897601577434455,0.00031162841645741,0.0399213833733399,0.0383333639549986,0.0848047593844735,0.00030372773838465,0.00573442882664935,0.00184699151339571,0.000120204799647384,-8.59964814915945e-05,0.000115979603405319,-7.99887579227508e-05,7.99033966021217e-05,-0.000216189576519519,-0.000228157837099157,0.0909090909090909,0.129291364249245,0.0499017292166748
MF,MAF,Saint Martin,2021-06-19,2021-02-07,1,100,5,290095.275851723,4,274079.955802822,37,90,18,2,3241069.50731607,62,303,37,148,88,8,87,5,14,81,5,7,89,4,14,82,4,11,86,3,17,79,4,11,84,5,11,83,6,8,87,5,4,91,5,10,75,15,15,81,4,13,78,9,5,5,90,42,32,26,20,34,46,2,16,80,20,41,39,44,23,33,23,39,38,34,28,38,11,49,40,14,48,38,33,35,32,20,6,2,67,9,60,31,34,21,14,5,4,3,19,26,8,20,15,31,3,2,10,15,41,24,3,2,11,8,47,24,23,19,11,8,39,13,13,7,34,28,26,34,,3,37,7,17,10,12,8,8,0,38,18,22,19,41,71,0.05,0.042716424707947,0.0895060334858265,0.000310791126374229,0.04,0.0384072934108425,0.0845646645911606,0.000302909029749063,0.00579029733959311,0.00186031759420023,2,10,2,5,5,5,5,0.0499092807454854,0.0426409397465585,0.0896613771302716,0.000311302206091826,0.0399274245963883,0.0383390450229963,0.0847114321628792,0.000303408814694687,0.00578033967115454,0.00185398881404459,8.5318206592442e-05,-0.000101927851718993,8.17003011753826e-05,-9.54450529882893e-05,8.40805289248749e-05,-0.000226936828460707,-0.000234750452221821,0.166666666666667,0.131445840567491,0.0499092807454854
MF,MAF,Saint Martin,2021-06-20,2021-02-09,1,100,5,290095.275851723,4,274079.955802822,37,90,18,2,3231289.55016318,62,302,37,150,87,8,87,5,14,81,5,7,89,4,14,82,4,11,86,3,17,79,4,11,84,5,11,83,6,8,87,5,4,91,5,10,74,16,15,81,4,13,78,9,5,5,90,41,32,27,20,34,46,2,16,80,19,41,40,43,23,34,23,38,39,34,27,39,11,48,41,13,48,39,33,34,33,20,6,2,67,9,59,32,34,21,14,5,4,3,19,26,7,20,15,32,3,2,10,14,41,24,3,2,11,8,46,24,23,19,10,8,40,13,13,6,34,28,27,34,,3,36,7,17,10,13,7,8,0,38,18,21,20,41,71,0.05,0.042716424707947,0.0897769362194958,0.00031168540107603,0.04,0.0384072934108425,0.0848206115694523,0.000303783350617058,0.00579029733959311,0.00186031759420023,2,11,2,5,6,6,6,0.0499147432491842,0.0426454849816128,0.0895571361129275,0.000310957948730213,0.0399317945993473,0.0383431545091897,0.0846129459902152,0.000303072248059245,0.0058220725801341,0.00186018629588409,6.07140631835555e-05,-0.000117003645457905,5.75349409078982e-05,-0.000109973457480881,8.80695834119823e-05,-0.000201820724717043,-0.000201891518811309,0.153846153846154,0.133308502181042,0.0499147432491842
MF,MAF,Saint Martin,2021-06-24,2021-02-10,1,100,5,290095.275851723,4,274079.955802822,39,90,18,2,3258328.21934205,61,302,39,146,86,8,87,5,14,81,5,7,89,4,14,82,4,11,86,3,17,79,4,11,84,5,11,83,6,8,87,5,4,91,5,10,73,17,15,81,4,14,77,9,5,5,90,40,32,28,20,34,46,2,16,80,19,40,41,43,22,35,23,37,40,34,26,40,11,47,42,13,47,40,33,33,34,20,6,2,67,8,59,33,33,21,15,5,4,3,19,25,7,20,15,33,3,1,10,14,41,24,3,1,11,8,46,24,23,18,10,8,41,13,13,5,34,28,27,33,,3,37,7,16,10,13,7,8,0,39,17,21,20,42,71,0.05,0.042716424707947,0.0890319379520035,0.000309225403653031,0.04,0.0384072934108425,0.0841167424987549,0.000301378286364965,0.00610328638497653,0.00190963411089276,2,12,2,5,7,7,7,0.049915229456686,0.0426458895410968,0.0891987428941018,0.000309774043454095,0.0399321835653488,0.0383435202845077,0.0842743386230756,0.000301914810657598,0.00594291348803921,0.00187672533620738,4.31466326037631e-05,-0.000173436442420405,4.03703989525587e-05,-0.000163488605024626,0.000105429293785864,-0.000191171146163782,-0.000190395207546052,0.142857142857143,0.138259584854099,0.049915229456686
MF,MAF,Saint Martin,2021-06-26,2021-02-13,1,100,5,290095.275851723,4,274079.955802822,39,91,18,2,3261994.35337536,61,302,39,146,85,8,88,4,14,82,4,7,90,3,14,83,3,11,87,2,16,80,4,11,85,4,11,84,5,8,88,4,4,92,4,10,73,17,15,82,3,14,78,8,5,5,90,40,32,28,20,35,45,2,16,80,19,40,41,43,22,35,23,37,40,34,26,40,11,47,42,13,47,40,33,33,34,20,6,2,67,8,59,33,34,21,15,5,4,3,18,25,7,20,15,33,3,1,10,14,41,23,3,1,11,8,46,23,23,18,10,8,41,13,13,5,34,27,27,33,,3,37,7,16,10,13,7,8,0,39,17,21,20,42,71,0.05,0.042716424707947,0.0889318755415828,0.000308894830643665,0.04,0.0384072934108425,0.0840222042442276,0.000301055105668192,0.00603621730382294,0.00188871284349398,2,13,2,5,8,8,8,0.049907263229724,0.04263926106939,0.0891253820995601,0.000309531363812165,0.0399258105837792,0.0383375272687902,0.0842050278655439,0.00030167757803905,0.00597739583772283,0.00188076824085496,1.71718971596427e-05,-0.000173516573474398,1.51649445669123e-05,-0.000163846170625065,0.000100899265611279,-0.000133599840771611,-0.000131971237204891,0.133333333333333,0.139841350767375,0.049907263229724
MF,MAF,Saint Martin,2021-06-27,2021-02-13,1,101,5,290095.275851723,4,274079.955802822,39,92,19,2,3285089.95480449,62,304,39,151,85,9,88,4,14,83,4,7,91,3,14,84,3,12,87,2,16,81,4,11,86,4,11,85,5,9,88,4,4,93,4,10,73,18,16,82,3,14,79,8,5,5,91,40,32,29,21,35,45,2,17,80,19,40,42,43,22,36,23,37,41,34,26,41,11,47,43,13,47,41,33,33,35,20,6,2,68,8,59,34,34,22,15,5,4,3,18,25,7,20,15,34,3,1,10,14,42,23,3,1,11,8,47,23,23,18,10,8,42,13,13,6,34,27,27,34,,3,37,7,16,11,13,7,8,0,39,17,22,20,42,72,0.0495049504950495,0.042304508043671,0.0883066460409874,0.000306828394403428,0.0396039603960396,0.0380348662281565,0.0834314918536633,0.000299034935156323,0.00597060624617269,0.00186824501397685,2,14,2,5,8,8,8,0.0499024244629133,0.0426352348686486,0.0891248676616284,0.000309529400929373,0.0399219395703307,0.0383338870504425,0.0842045418282407,0.000301675675673185,0.00598933663296002,0.00188201374862299,7.09558197129849e-06,-0.000152495276886091,5.81287161734861e-06,-0.000144067742552779,7.67200860736001e-05,-2.59818856833923e-05,-2.55144453158404e-05,0.125,0.140547748782425,0.0499024244629133
MF,MAF,Saint Martin,2021-06-28,2021-02-14,1,100,5,290095.275851723,4,274079.955802822,39,91,20,2,3291834.0313628,62,244,39,153,83,9,87,4,14,82,4,7,90,3,13,84,3,12,86,2,15,81,4,11,85,4,10,85,5,9,87,4,4,92,4,10,71,19,16,81,3,14,78,8,5,5,90,39,31,30,22,34,44,2,18,78,17,40,43,41,22,37,22,36,42,32,26,42,11,45,44,12,46,42,31,33,36,19,6,2,69,8,57,35,33,23,14,5,4,3,18,24,7,20,14,35,3,1,10,15,40,23,3,1,11,9,45,23,22,17,10,8,43,12,13,6,34,27,27,34,,3,36,7,17,10,13,7,8,0,38,17,22,20,41,72,0.05,0.042716424707947,0.0881257296351681,0.000306230165738938,0.04,0.0384072934108425,0.083260563318666,0.000298450118258608,0.00603621730382294,0.00188871284349398,2,15,2,4,8,8,8,0.0498972678749246,0.0426309442179114,0.0891483595609402,0.000309606684171571,0.0399178142999397,0.0383300077342979,0.0842267368078251,0.000301751251288402,0.00599837715259388,0.00188285831551185,-7.43556958376218e-07,-0.000101966363750895,-5.94845566703056e-07,-9.63370961080586e-05,4.39913876574207e-05,-2.01580594342934e-05,-1.94290748286703e-05,0.117647058823529,0.141224202668752,0.0498972678749246
MF,MAF,Saint Martin,2021-06-29,2021-02-15,1,100,5,290095.275851723,4,274079.955802822,39,91,19,2,3301855.70812599,61,261,39,148,82,9,86,5,15,81,4,7,89,4,12,84,4,12,85,3,16,80,4,11,84,5,10,84,6,9,86,5,4,91,5,10,70,20,16,80,4,14,78,8,5,5,90,38,31,31,21,35,44,2,17,79,17,39,44,41,21,38,22,35,43,32,25,43,11,44,45,12,45,43,31,32,37,19,6,2,69,8,56,36,32,23,14,5,4,3,19,23,7,20,14,36,3,1,9,15,41,23,3,1,11,8,46,23,21,17,10,8,44,12,13,7,33,27,27,34,,3,36,7,17,10,12,8,8,0,38,18,22,19,41,72,0.05,0.042716424707947,0.087858253508107,0.00030534547965224,0.04,0.0384072934108425,0.0830078537739553,0.000297585280804158,0.00603621730382294,0.00188871284349398,3,15,2,4,8,8,8,0.0498918684226748,0.0426264514867049,0.0891942184823687,0.00030975780586589,0.0399134947381398,0.0383259457106632,0.0842700639910115,0.000301899017628858,0.00600500699221447,0.00188338233706101,-2.90205380177229e-06,-7.78597746504822e-05,-2.32164304141714e-06,-7.35613619779566e-05,3.74445535099879e-05,-1.4703376732369e-05,-1.40036573694666e-05,0.166666666666667,0.14188868215377,0.0498918684226748
MF,MAF,Saint Martin,2021-07-01,2021-02-16,1,100,5,290095.275851723,4,274079.955802822,39,91,20,2,3274778.37967807,61,261,39,146,81,9,86,5,15,81,4,7,89,4,12,84,4,12,85,3,16,80,4,11,84,5,10,84,6,9,86,5,4,91,5,10,69,21,16,80,4,14,78,8,5,5,90,38,31,31,22,35,43,2,18,78,17,39,44,40,21,39,22,35,43,32,25,43,11,44,45,12,45,43,31,31,38,19,6,2,69,7,56,37,32,23,14,5,4,3,19,22,7,20,14,37,3,1,9,15,40,23,3,1,11,8,45,23,20,17,10,8,45,11,13,7,33,27,28,33,,3,36,7,16,10,13,8,8,0,38,19,22,18,41,72,0.05,0.042716424707947,0.0885847047396964,0.000307747590311649,0.04,0.0384072934108425,0.0836941997368888,0.000299933539180926,0.00603621730382294,0.00188871284349398,3,16,2,4,9,9,9,0.0498803487888548,0.0426168663258485,0.0893432125333173,0.000310249143009983,0.0399042790310838,0.0383172794566295,0.0844108325119016,0.00030237942359821,0.0060127996665297,0.00188373577832048,-5.73241005490111e-06,-3.56539299350422e-05,-4.58592804391857e-06,-3.36855797189427e-05,3.17878477325997e-05,-1.10744122064094e-05,-1.03534781586361e-05,0.157894736842105,0.143177944856532,0.0498803487888548
MF,MAF,Saint Martin,2021-07-03,2021-02-17,1,100,5,290095.275851723,4,274079.955802822,39,91,21,2,3154096.73715044,62,261,39,148,80,9,86,5,15,81,4,7,89,4,12,84,4,12,85,3,16,80,4,11,84,5,10,84,6,9,86,5,4,91,5,10,68,22,16,80,4,14,78,8,5,5,90,38,30,32,23,35,42,2,19,77,16,39,45,39,21,40,22,34,44,32,24,44,11,43,46,12,44,44,31,30,39,19,6,2,69,7,55,38,31,24,14,5,4,3,19,21,7,20,14,38,3,1,10,15,40,22,3,1,12,8,45,22,20,17,10,8,45,11,13,8,33,26,28,34,,3,35,7,16,10,13,9,8,0,37,19,22,19,40,72,0.05,0.042716424707947,0.0919741212864031,0.000318927907268994,0.04,0.0384072934108425,0.0868964964119769,0.000310864925750862,0.00603621730382294,0.00188871284349398,3,17,2,4,9,9,9,0.0498675830672251,0.0426062443306376,0.0895482624828514,0.000310925564806049,0.0398940664537801,0.0383076757671117,0.0846045622475571,0.000303040781991191,0.00601577133445094,0.00188350765364245,-7.94106491014066e-06,5.82532647915972e-05,-6.35285192811137e-06,5.50372707469095e-05,1.2142974401955e-05,-8.51461625231729e-06,-7.78720848011168e-06,0.15,0.144368461892332,0.0498675830672251
MF,MAF,Saint Martin,2021-07-04,2021-02-17,1,101,5,290095.275851723,4,274079.955802822,39,92,21,2,3175243.50524317,63,261,39,149,80,9,87,5,15,82,4,7,90,4,12,85,4,12,86,3,16,81,4,11,85,5,10,85,6,9,87,5,4,92,5,10,68,23,16,81,4,14,79,8,5,5,91,38,30,33,23,36,42,2,19,78,16,39,46,39,21,41,22,34,45,32,24,45,11,43,47,12,44,45,31,30,40,19,6,2,70,7,55,39,31,24,15,5,4,3,19,21,7,20,14,39,3,1,10,15,41,22,3,1,12,8,46,22,20,17,10,8,46,11,14,8,33,26,29,34,,3,35,7,17,10,13,9,8,0,37,19,22,20,40,73,0.0495049504950495,0.042304508043671,0.0913615838825272,0.000316910719923209,0.0396039603960396,0.0380348662281565,0.086317775424229,0.00030889244079875,0.00597060624617269,0.00186824501397685,3,18,2,4,9,9,9,0.0498606547594976,0.042600479482113,0.0896639221017049,0.000311307152479582,0.0398885238075981,0.0383024635810537,0.08471383663381,0.000303413868959843,0.00601610627029832,0.00188326120926648,-7.7680783710637e-06,8.9756667024143e-05,-6.21446269684934e-06,8.48014613776746e-05,6.45173876258285e-06,-4.15666258845107e-06,-3.56323454396028e-06,0.142857142857143,0.144902030747867,0.0498606547594976
